Variável,Mean(ts),Std(ts),f_0(ts)
7677,0.88275,0.054965329981725757,0.7728193400365485
7678,0.8792499999999999,0.05927214775929754,0.7607057044814047
7679,0.88475,0.0435739314269438,0.7976021371461124
7680,0.8850000000000001,0.0565685424949238,0.7718629150101525
7681,0.8939999999999999,0.04570557952810576,0.8025888409437884
7682,0.8875,0.05320949163448191,0.7810810167310361
7683,0.8885,0.05152911798197209,0.7854417640360558
7684,0.8815000000000001,0.05251428377117983,0.7764714324576404
7685,0.88825,0.04642938186105864,0.7953912362778827
7686,0.8799999999999999,0.05396758286230726,0.7720648342753854
7687,0.8837500000000001,0.04449367932639423,0.7947626413472116
7688,0.88125,0.0536627198341642,0.7739245603316716
7689,0.8875000000000002,0.04892596447695232,0.7896480710460956
7690,0.877,0.05311308689955801,0.770773826200884
7691,0.8847500000000003,0.0437171305096755,0.7973157389806492
7692,0.89,0.04962358310319802,0.790752833793604
7693,0.882,0.05409251334519408,0.7738149733096118
7694,0.8925,0.04841229182759271,0.7956754163448145
7695,0.878,0.049152822909778036,0.779694354180444
7696,0.8885,0.05272807601268986,0.7830438479746202
7697,0.8795000000000001,0.061479671436988015,0.756540657126024
7698,0.88625,0.05079062413477511,0.7846687517304498
7699,0.8865000000000001,0.053200093984879376,0.7800998120302414
7700,0.8855000000000001,0.045163591531232325,0.7951728169375354
7701,0.8922500000000001,0.051319465118023204,0.7896110697639537
7702,0.8734999999999999,0.051819397912364826,0.7698612041752703
7703,0.8947499999999999,0.04915473018947414,0.7964405396210517
7704,0.88725,0.05249940475853036,0.7822511904829392
7705,0.8917499999999999,0.048225382320931376,0.7952992353581372
7706,0.8875,0.05448623679425842,0.7785275264114832
7707,0.8844999999999998,0.049089204515860706,0.7863215909682785
7708,0.8895000000000001,0.04745787605866913,0.7945842478826618
7709,0.8917499999999999,0.047704166484700265,0.7963416670305994
7710,0.88425,0.0490732870307258,0.7861034259385484
7711,0.87875,0.049921813869289657,0.7789063722614207
7712,0.8885,0.046559102225021486,0.795381795549957
7713,0.88325,0.05339182989933947,0.776466340201321
7714,0.8835,0.04318854014666391,0.7971229197066722
7715,0.8762500000000002,0.05515602868227554,0.7659379426354491
7716,0.885,0.046097722286464436,0.7928045554270712
7717,0.884,0.054143328305526234,0.7757133433889476
7718,0.88925,0.05077585548269965,0.7876982890346007
7719,0.8917499999999999,0.04730948636373048,0.7971310272725389
7720,0.88875,0.05515602868227552,0.778437942635449
7721,0.8825,0.04815340071064556,0.7861931985787088
7722,0.8875,0.053091901453988254,0.7813161970920235
7723,0.88925,0.05077585548269965,0.7876982890346007
7724,0.8845000000000001,0.05132981589680602,0.781840368206388
7725,0.889,0.05003998401278721,0.7889200319744256
7726,0.8815,0.053923557004337166,0.7736528859913256
7727,0.8807499999999999,0.04871537231716494,0.78331925536567
7728,0.9017499999999999,0.048121590788335326,0.8055068184233293
7729,0.89,0.049749371855330994,0.790501256289338
7730,0.8780000000000001,0.04927981331133469,0.7794403733773307
7731,0.88575,0.04626756423240801,0.793214871535184
7732,0.8885000000000001,0.05152911798197209,0.7854417640360559
7733,0.89125,0.04435298749802543,0.8025440250039492
7734,0.89275,0.05341991669780102,0.7859101666043979
7735,0.8795000000000001,0.05115906566777779,0.7771818686644445
7736,0.8802500000000001,0.0454553352204117,0.7893393295591766
7737,0.8825,0.05836308764964376,0.7657738247007124
7738,0.885,0.057118298293979304,0.7707634034120414
7739,0.8862499999999999,0.04839615170651486,0.7894576965869702
7740,0.8852500000000002,0.05409424645930471,0.7770615070813908
7741,0.8772500000000001,0.05557596153014359,0.7660980769397129
7742,0.8865,0.05067297109899913,0.7851540578020016
7743,0.8915000000000001,0.04719904660054057,0.7971019067989189
7744,0.8877499999999999,0.0544856632519051,0.7787786734961897
7745,0.8855,0.051134626233111345,0.7832307475337773
7746,0.8919999999999999,0.05122011323689163,0.7895597735262166
7747,0.88975,0.04887420076072856,0.7920015984785429
7748,0.8862499999999999,0.04839615170651485,0.7894576965869702
7749,0.8780000000000001,0.04640581860068843,0.7851883627986233
7750,0.882,0.04988486744494767,0.7822302651101046
7751,0.89375,0.05447189642375231,0.7848062071524954
7752,0.8909999999999999,0.04507216435894776,0.8008556712821044
7753,0.8902500000000002,0.04211516947609258,0.8060196610478151
