0.000000000000000000e+00,8.832499999999999796e-01,4.583325757569496617e-02,7.915834848486100750e-01
1.000000000000000000e+00,8.877500000000001501e-01,5.068222074850313452e-02,7.863855585029938533e-01
2.000000000000000000e+00,8.807500000000000329e-01,4.634854366644113738e-02,7.880529126671177442e-01
3.000000000000000000e+00,8.909999999999999032e-01,5.117616632769594193e-02,7.886476673446080055e-01
4.000000000000000000e+00,8.827499999999999236e-01,4.739396058571176268e-02,7.879620788285763844e-01
5.000000000000000000e+00,8.797499999999998099e-01,5.741243332240848762e-02,7.649251333551828624e-01
6.000000000000000000e+00,8.830000000000001181e-01,5.072967573324316248e-02,7.815406485335137932e-01
7.000000000000000000e+00,8.842500000000000915e-01,5.179949324076443817e-02,7.806510135184712151e-01
8.000000000000000000e+00,8.885000000000000675e-01,4.942418436352793987e-02,7.896516312729442433e-01
9.000000000000000000e+00,8.857499999999999263e-01,4.850966398564311027e-02,7.887306720287137196e-01
1.000000000000000000e+01,8.797500000000000320e-01,5.404801106423805929e-02,7.716539778715238995e-01
1.100000000000000000e+01,8.877500000000000391e-01,4.575683009125524475e-02,7.962363398174895357e-01
1.200000000000000000e+01,8.822499999999999787e-01,4.953471005264893645e-02,7.831805798947021335e-01
1.300000000000000000e+01,8.797499999999999210e-01,5.816947223415388363e-02,7.634110555316921953e-01
1.400000000000000000e+01,8.877499999999999281e-01,5.973849261573312835e-02,7.682730147685337130e-01
1.500000000000000000e+01,8.909999999999999032e-01,4.235563716909474669e-02,8.062887256618104237e-01
1.600000000000000000e+01,8.847500000000000364e-01,5.073152373031978440e-02,7.832869525393604260e-01
1.700000000000000000e+01,8.872500000000000941e-01,4.697007025755870618e-02,7.933098594848826401e-01
1.800000000000000000e+01,8.862499999999999822e-01,5.079062413477511417e-02,7.846687517304498094e-01
1.900000000000000000e+01,8.902500000000000968e-01,5.325586822125802366e-02,7.837382635574841050e-01
2.000000000000000000e+01,8.895000000000001794e-01,4.977198006911118244e-02,7.899560398617777590e-01
2.100000000000000000e+01,8.862499999999998712e-01,4.628377145393404446e-02,7.936824570921318101e-01
2.200000000000000000e+01,8.899999999999999023e-01,5.135659646043535392e-02,7.872868070791292361e-01
2.300000000000000000e+01,8.874999999999999556e-01,5.055937104039172347e-02,7.863812579192165364e-01
2.400000000000000000e+01,8.837500000000001465e-01,4.916490109824284832e-02,7.854201978035144638e-01
2.500000000000000000e+01,8.945000000000000728e-01,5.106123774449655706e-02,7.923775245110069587e-01
2.600000000000000000e+01,8.862499999999998712e-01,4.614853735493683329e-02,7.939529252901261769e-01
2.700000000000000000e+01,8.795000000000000595e-01,5.813561730987295423e-02,7.632287653802541927e-01
2.800000000000000000e+01,8.875000000000001776e-01,4.723610906922796893e-02,7.930277818615442120e-01
2.900000000000000000e+01,8.857500000000001483e-01,5.364874183054064299e-02,7.784525163389188762e-01
3.000000000000000000e+01,8.937499999999998224e-01,5.115845482420281615e-02,7.914330903515941484e-01
3.100000000000000000e+01,8.822499999999999787e-01,5.747771307211169828e-02,7.672945738557765960e-01
3.200000000000000000e+01,8.869999999999998996e-01,5.261653732430518482e-02,7.817669253513894745e-01
3.300000000000000000e+01,8.747500000000001386e-01,5.900158896165424299e-02,7.567468220766916387e-01
3.400000000000000000e+01,8.922500000000002096e-01,4.830825498814876606e-02,7.956334900237026497e-01
3.500000000000000000e+01,8.812499999999999778e-01,4.979646071760522597e-02,7.816570785647894981e-01
